	Full Address	BLT	Vacant	zip+4	zip	street	housenumber
180491	1537 N PATTERSON PARK AVE BALTIMORE | MD 21213-3432	0x00CC050000201300000020	1	3432	21213	 North Patterson Park Avenue 	1537
180509	1917 BREITWERT AVE BALTIMORE | MD 21230-1527	0x00BC1E0000421F00000020	1	1527	21230	 Breitwert Avenue 	1917
180510	1760 MONTPELIER ST BALTIMORE | MD 21218-4845	0x001B100000414E00000020	1	4845	21218	 Montpelier Street 	1760
180538	1228 E EAGER ST BALTIMORE | MD 21202-5536	0x00A4040000204600000020	1	5536	21202	 East Eager Street 	1228
180567	1714 N MONROE ST BALTIMORE | MD 21217-1644	0x0007000000200800000020	1	1644	21217	 North Monroe Street 	1714
180574	1618 NORMAL AVE BALTIMORE | MD 21213-1322	0x0046100000202E00000020	1	1322	21213	 Normal Avenue 	1618
180637	1603 E 25TH ST BALTIMORE | MD 21213-1301	0x0046100000200B00000020	1	1301	21213	 East 25Th Street 	1603
180666	2400 MCELDERRY ST BALTIMORE | MD 21205-2521	0x0068060000203900000020	1	2521	21205	 Mcelderry Street 	2400
180719	632 DENISON ST BALTIMORE | MD 21229-2038	0x00B4090000202100000044	1	2038	21229	 Denison Street 	632
180723	1302 VALLEY ST BALTIMORE | MD 21202-5614	0x0077040000202400000020	1	5614	21202	 Valley Street 	1302
180738	505 LAURENS ST BALTIMORE | MD 21217-3207	0x0053010000201900000020	1	3207	21217	 Laurens Street 	505
180767	4030 HICKORY AVE BALTIMORE | MD 21211-1742	0x00060E0000432700000020	1	1742	21211	 Hickory Avenue 	4030
180789	1415 W MOSHER ST BALTIMORE | MD 21217-2137	0x004C000000201A00000020	1	2137	21217	 West Mosher Street 	1415
180804	4133 NORFOLK AVE BALTIMORE | MD 21216-1244	0x00B80A0000411100000020	1	1244	21216	 Norfolk Avenue 	4133
180805	2030 E FAYETTE ST BALTIMORE | MD 21231-1616	0x0096060000202800000020	1	1616	21231	 East Fayette Street 	2030
180825	2608 E BIDDLE ST BALTIMORE | MD 21213-3704	0x0003060000200D00000020	1	3704	21213	 East Biddle Street 	2608
180827	1922 N WASHINGTON ST BALTIMORE | MD 21213-1410	0x003D100000201B00000020	1	1410	21213	 North Washington Street 	1922
180828	3504 HOLMES AVE BALTIMORE | MD 21217-2024	0x00A50C0000200C00000020	1	2024	21217	 Holmes Avenue 	3504
180877	2056 GRINNALDS AVE BALTIMORE | MD 21230-1509	0x00A11E0000481D00000020	1	1509	21230	 Grinnalds Avenue 	2056
180879	3120 W NORTH AVE BALTIMORE | MD 21216-3012	0x00BA0B0000200800000020	1	3012	21216	 West North Avenue 	3120
180882	506 N EDGEWOOD ST BALTIMORE | MD 21229-3049	0x00EC080000200F00000020	1	3049	21229	 North Edgewood Street 	506
180903	3436 EDMONDSON AVE BALTIMORE | MD 21229-2046	0x00B4090000201300000020	1	2046	21229	 Edmondson Avenue 	3436
180907	1221 N CAROLINE ST BALTIMORE | MD 21213-2817	0x008B040000203100000020	1	2817	21213	 North Caroline Street 	1221
180920	2114 ORLEANS ST BALTIMORE | MD 21231-1328	0x0085060000203A00000020	1	1328	21231	 Orleans Street 	2114
180955	5504 HAMLET AVE BALTIMORE | MD 21214-1739	0x0023150000200B00000020	1	1739	21214	 Hamlet Avenue 	5504
180964	5516 WHITWOOD RD BALTIMORE | MD 21206-3748	0x00B8170000450900000020	1	3748	21206	 Whitwood Road 	5516
180992	4105 NORFOLK AVE BALTIMORE | MD 21216-1244	0x00B80A0000410300000020	1	1244	21216	 Norfolk Avenue 	4105
181008	1758 E NORTH AVE BALTIMORE | MD 21213-1424	0x003C100000200300000020	1	1424	21213	 East North Avenue 	1758
181009	502 N EDGEWOOD ST BALTIMORE | MD 21229-3049	0x00EC080000200D00000020	1	3049	21229	 North Edgewood Street 	502
181047	4029 NORFOLK AVE BALTIMORE | MD 21216-1242	0x00B70A0000411600000020	1	1242	21216	 Norfolk Avenue 	4029
181069	1101-09 N PAYSON ST BALTIMORE | MD 21217	0x0031000000202C00000020	1	0	21217	 North Payson Street 	1101-09
181075	3506 WOODBROOK AVE BALTIMORE | MD 21217-2041	0x00A60C0000200B00000020	1	2041	21217	 Woodbrook Avenue 	3506
181104	4015 NORFOLK AVE BALTIMORE | MD 21216-1242	0x00B70A0000410F00000020	1	1242	21216	 Norfolk Avenue 	4015
181119	909 APPLETON ST BALTIMORE | MD 21217-1028	0x0047000000204F00000020	1	1028	21217	 Appleton Street 	909
181133	627 N EDGEWOOD ST BALTIMORE | MD 21229-2044	0x00B4090000203000000020	1	2044	21229	 North Edgewood Street 	627
181136	1727 CLIFTVIEW AVE BALTIMORE | MD 21213-1311	0x0044100000423500000020	1	1311	21213	 Cliftview Avenue 	1727
181140	3514 W FRANKLIN ST BALTIMORE | MD 21229-3055	0x00EC080000202100000020	1	3055	21229	 West Franklin Street 	3514
181194	2206 N CHARLES ST BALTIMORE | MD 21218-5721	0x001B0E0000201200000020	1	5721	21218	 North Charles Street 	2206
181215	3923 NORFOLK AVE BALTIMORE | MD 21216-1240	0x00B60A0000410D00000020	1	1240	21216	 Norfolk Avenue 	3923
181218	4025 HILTON RD BALTIMORE | MD 21215-7506	0x001C0C00004D1700000020	1	7506	21215	 Hilton Road 	4025
181226	1215 N MILTON AVE BALTIMORE | MD 21213-3605	0x0002060000200E00000020	1	3605	21213	 North Milton Avenue 	1215
181245	830 DUMBARTON AVE BALTIMORE | MD 21218-1230	0x00490F0000413300000020	1	1230	21218	 Dumbarton Avenue 	830
181293	1676 DARLEY AVE BALTIMORE | MD 21213-1319	0x0044100000415100000020	1	1319	21213	 Darley Avenue 	1676
181363	1949 W LEXINGTON ST BALTIMORE | MD 21223-1652	0x00B1000000201500000020	1	1652	21223	 West Lexington Street 	1949
181386	1723 MONTPELIER ST BALTIMORE | MD 21218-4846	0x0012100000413B00000020	1	4846	21218	 Montpelier Street 	1723
181461	2629 ASHLAND AVE BALTIMORE | MD 21205-1642	0x004A060000201D00000043	1	1642	21205	 Ashland Avenue 	2629
181482	2900 W LAFAYETTE AVE BALTIMORE | MD 21216-4226	0x00A6090000202800000020	1	4226	21216	 West Lafayette Avenue 	2900
181495	443 N CURLEY ST BALTIMORE | MD 21224-1304	0x008D060000203700000020	1	1304	21224	 North Curley Street 	443
181528	2028 JEFFERSON ST BALTIMORE | MD 21205-2224	0x0073060000202C00000020	1	2224	21205	 Jefferson Street 	2028
181553	2628 LOYOLA SOUTHWAY BALTIMORE | MD 21215-7029	0x00130D0000440F00000020	1	7029	21215	 Loyola Southway 	2628
181578	2203 LIBERTY HEIGHTS AVE BALTIMORE | MD 21217-2028	0x00A60C0000201000000020	1	2028	21217	 Liberty Heights Avenue 	2203
181594	2814 OSWEGO AVE BALTIMORE | MD 21215-6619	0x006F0C0000411E00000020	1	6619	21215	 Oswego Avenue 	2814
181632	1308 RAMBLEWOOD RD BALTIMORE | MD 21239-2640	0x0075140000201000000020	1	2640	21239	 Ramblewood Road 	1308
181643	2000-26 VINE ST BALTIMORE | MD 21223	0x00B0000000203E00000020	1	0	21223	 Vine Street 	2000-26
181644	4106 PARK HEIGHTS AVE BALTIMORE | MD 21215-6731	0x00F00C0000410400000020	1	6731	21215	 Park Heights Avenue 	4106
181655	2802 JEFFERSON ST BALTIMORE | MD 21205-2702	0x007B060000203400000020	1	2702	21205	 Jefferson Street 	2802
181659	1171 NANTICOKE ST BALTIMORE | MD 21230-1918	0x0021030000202900000020	1	1918	21230	 Nanticoke Street 	1171
181665	812 APPLETON ST BALTIMORE | MD 21217-1025	0x0053000000206200000020	1	1025	21217	 Appleton Street 	812
181669	2537 QUANTICO AVE BALTIMORE | MD 21215-7008	0x001B0D0000201500000020	1	7008	21215	 Quantico Avenue 	2537
181671	2030 KENNEDY AVE BALTIMORE | MD 21218-6331	0x00AC0F0000200900000020	1	6331	21218	 Kennedy Avenue 	2030
181697	1903 W FAYETTE ST BALTIMORE | MD 21223-1650	0x00C0000000202300000020	1	1650	21223	 West Fayette Street 	1903
181743	1421 DARLEY AVE BALTIMORE | MD 21213-1314	0x0043100000201000000020	1	1314	21213	 Darley Avenue 	1421
181745	223 S WOODYEAR ST BALTIMORE | MD 21223-3149	0x0009010000205500000020	1	3149	21223	 South Woodyear Street 	223
181785	3830 PARK HEIGHTS AVE BALTIMORE | MD 21215-7612	0x00FA0C0000201000000020	1	7612	21215	 Park Heights Avenue 	3830
181794	1641 DARLEY AVE BALTIMORE | MD 21213-1318	0x0043100000411500000020	1	1318	21213	 Darley Avenue 	1641
181879	1606 GWYNNS FALLS PKWY BALTIMORE | MD 21217-2015	0x00A40C0000200700000020	1	2015	21217	 Gwynns Falls Parkway 	1606
181904	1539 HOMESTEAD ST BALTIMORE | MD 21218-4933	0x000C100000200700000020	1	4933	21218	 Homestead Street 	1539
181907	402 N KENWOOD AVE BALTIMORE | MD 21224-1210	0x008B060000203900000020	1	1210	21224	 North Kenwood Avenue 	402
181915	3400 PARKSIDE DR BALTIMORE | MD 21214-3422	0x0009170000200100000020	1	3422	21214	 Parkside Drive 	3400
181941	710 APPLETON ST BALTIMORE | MD 21217-1003	0x005F000000206000000020	1	1003	21217	 Appleton Street 	710
181944	1627 E LANVALE ST BALTIMORE | MD 21213-2338	0x005E040000202300000020	1	2338	21213	 East Lanvale Street 	1627
181945	212 S CALHOUN ST BALTIMORE | MD 21223-3120	0x0008010000203800000020	1	3120	21223	 South Calhoun Street 	212
181975	1553 HOMESTEAD ST BALTIMORE | MD 21218-4933	0x000C100000200C00000020	1	4933	21218	 Homestead Street 	1553
181993	600 N MONROE ST BALTIMORE | MD 21217-1419	0x006B000000200100000020	1	1419	21217	 North Monroe Street 	600
182004	3635 ELKADER RD BALTIMORE | MD 21218-2002	0x008E0F0000202C00000020	1	2002	21218	 Elkader Road 	3635
182005	1612 N BROADWAY BALTIMORE | MD 21213-2315	0x005E040000203500000020	1	2315	21213	 North Broadway 	1612
182011	1618 DRUID HILL AVE BALTIMORE | MD 21217-3426	0x005C010000200A00000020	1	3426	21217	 Druid Hill Avenue 	1618
182027	5803 CLOVER RD BALTIMORE | MD 21215-3903	0x0059110000200200000020	1	3903	21215	 Clover Road 	5803
182030	1101 MCKEAN AVE BALTIMORE | MD 21217-1519	0x0032000000202900000020	1	1519	21217	 Mckean Avenue 	1101
182037	20 BENKERT AVE BALTIMORE | MD 21229-3740	0x00C3080000423B00000020	1	3740	21229	 Benkert Avenue 	20
182060	1530 DRUID HILL AVE BALTIMORE | MD 21217-3424	0x006A010000200B00000020	1	3424	21217	 Druid Hill Avenue 	1530
182076	3516 HOLMES AVE BALTIMORE | MD 21217-2024	0x00A50C0000200600000020	1	2024	21217	 Holmes Avenue 	3516
182098	1443 N BOND ST BALTIMORE | MD 21213-2902	0x0072040000201600000020	1	2902	21213	 North Bond Street 	1443
182117	1703 HOMESTEAD ST BALTIMORE | MD 21218-4940	0x001B100000410B00000020	1	4940	21218	 Homestead Street 	1703
182127	1126 MCKEAN AVE BALTIMORE | MD 21217-1518	0x0032000000203700000020	1	1518	21217	 Mckean Avenue 	1126
182151	1939 BOOTH ST BALTIMORE | MD 21223-2201	0x00CF000000204400000020	1	2201	21223	 Booth Street 	1939
182159	2612 QUANTICO AVE BALTIMORE | MD 21215-7011	0x00130D0000452300000020	1	7011	21215	 Quantico Avenue 	2612
182161	1344 DRUID HILL AVE BALTIMORE | MD 21217-3160	0x008C010000201100000020	1	3160	21217	 Druid Hill Avenue 	1344
182181	516 1/2 OLD TOWN MALL BALTIMORE | MD 21202	0x00FD040000200A00000020	1	0	21202	 1/2 Old Town Mall 	516
182183	2036 HARLEM AVE BALTIMORE | MD 21217-1011	0x005E000000201D00000020	1	1011	21217	 Harlem Avenue 	2036
182206	248 N PAYSON ST BALTIMORE | MD 21223-1537	0x00A1000000203600000020	1	1537	21223	 North Payson Street 	248
182215	2134 HOLLINS ST BALTIMORE | MD 21223-2111	0x00CD000000202200000020	1	2111	21223	 Hollins Street 	2134
182233	524 N MILTON AVE BALTIMORE | MD 21205-2505	0x0077060000201F00000020	1	2505	21205	 North Milton Avenue 	524
182293	3427 REISTERSTOWN RD BALTIMORE | MD 21215-7823	0x00FE0C0000202B00000020	1	7823	21215	 Reisterstown Road 	3427
182298	15 S PAYSON ST BALTIMORE | MD 21223-2214	0x00CF000000201600000020	1	2214	21223	 South Payson Street 	15
182324	3407 WOODBROOK AVE BALTIMORE | MD 21217-2054	0x00A70C0000201300000020	1	2054	21217	 Woodbrook Avenue 	3407
182338	152 PALORMO AVE BALTIMORE | MD 21229-3829	0x00C3080000422700000020	1	3829	21229	 Palormo Avenue 	152
182341	4352 SHELDON AVE BALTIMORE | MD 21206-6437	0x002B170000201B00000020	1	6437	21206	 Sheldon Avenue 	4352
182345	1944 HOLLINS ST BALTIMORE | MD 21223-2209	0x00CF000000200F00000020	1	2209	21223	 Hollins Street 	1944
182346	3701 LIBERTY HEIGHTS AVE BALTIMORE | MD 21215-7100	0x00580B0000200100000020	1	7100	21215	 Liberty Heights Avenue 	3701
182361	2521 PARK HEIGHTS TER BALTIMORE | MD 21215-7004	0x00160D0000482C00000020	1	7004	21215	 Park Heights Ter 	2521
182386	2923 VIOLET AVE BALTIMORE | MD 21215-7711	0x00650C0000202200000020	1	7711	21215	 Violet Avenue 	2923
182391	604 WOODBOURNE AVE BALTIMORE | MD 21212-4204	0x0020140000410300000020	1	4204	21212	 Woodbourne Avenue 	604
182419	1829 PENNSYLVANIA AVE BALTIMORE | MD 21217-3214	0x0047010000202700000020	1	3214	21217	 Pennsylvania Avenue 	1829
182447	1913 HOLLINS ST BALTIMORE | MD 21223-2210	0x00E0000000201D00000020	1	2210	21223	 Hollins Street 	1913
182486	2925 ROCKROSE AVE BALTIMORE | MD 21215-7705	0x00640C0000201E00000020	1	7705	21215	 Rockrose Avenue 	2925
182518	1816 W MOSHER ST BALTIMORE | MD 21217-1453	0x003B000000203700000020	1	1453	21217	 West Mosher Street 	1816
182544	2781 THE ALAMEDA BALTIMORE | MD 21218-4921	0x005F0F0000203700000020	1	4921	21218	 The Alameda 	2781
182545	1512 E HOFFMAN ST BALTIMORE | MD 21213-2931	0x0071040000202000000020	1	2931	21213	 East Hoffman Street 	1512
182599	2716 OAKLEY AVE BALTIMORE | MD 21215-5311	0x008B120000200F00000020	1	5311	21215	 Oakley Avenue 	2716
182603	2028 W SARATOGA ST BALTIMORE | MD 21223-1504	0x0092000000201900000020	1	1504	21223	 West Saratoga Street 	2028
182616	2824 E MADISON ST BALTIMORE | MD 21205-1738	0x004C060000201300000044	1	1738	21205	 East Madison Street 	2824
182653	614 N ELLWOOD AVE BALTIMORE | MD 21205-2804	0x006E060000202200000045	1	2804	21205	 North Ellwood Avenue 	614
182654	5514 PLYMOUTH RD BALTIMORE | MD 21214-1618	0x001A150000201400000020	1	1618	21214	 Plymouth Road 	5514
182663	801 N STREEPER ST BALTIMORE | MD 21205-1724	0x004C060000202600000020	1	1724	21205	 North Streeper Street 	801
182672	700 WOODBOURNE AVE BALTIMORE | MD 21212-4206	0x0020140000410E00000020	1	4206	21212	 Woodbourne Avenue 	700
182695	5910 GREENHILL AVE BALTIMORE | MD 21206-2626	0x0063160000202100000020	1	2626	21206	 Greenhill Avenue 	5910
182696	1524 N EDEN ST BALTIMORE | MD 21213-2806	0x0064040000201100000020	1	2806	21213	 North Eden Street 	1524
182701	1815 W MOSHER ST BALTIMORE | MD 21217-1451	0x0048000000201900000020	1	1451	21217	 West Mosher Street 	1815
182719	440 N LINWOOD AVE BALTIMORE | MD 21224-1214	0x008C060000202600000020	1	1214	21224	 North Linwood Avenue 	440
182722	41 S FULTON AVE BALTIMORE | MD 21223-2308	0x00E4000000201700000020	1	2308	21223	 South Fulton Avenue 	41
182732	214 N FULTON AVE BALTIMORE | MD 21223-1628	0x00A3000000204C00000020	1	1628	21223	 North Fulton Avenue 	214
182747	2820 E MADISON ST BALTIMORE | MD 21205-1720	0x004C060000201400000020	1	1720	21205	 East Madison Street 	2820
182751	2531 E MONUMENT ST BALTIMORE | MD 21205-2540	0x0069060000201200000020	1	2540	21205	 East Monument Street 	2531
182771	2809 THE ALAMEDA BALTIMORE | MD 21218-3728	0x005F0F0000204A00000020	1	3728	21218	 The Alameda 	2809
182801	719 N MONROE ST BALTIMORE | MD 21217-1418	0x0060000000202E00000020	1	1418	21217	 North Monroe Street 	719
182819	2136-38 N FULTON AVE BALTIMORE | MD 21217	0x009B0C0000202900000020	1	0	21217	 North Fulton Avenue 	2136-38
182839	3303 MONDAWMIN AVE BALTIMORE | MD 21216-2320	0x00EF0B000041090000004E	1	2320	21216	 Mondawmin Avenue 	3303
182899	3618 KESWICK RD BALTIMORE | MD 21211-2532	0x00D00D0000410A00000020	1	2532	21211	 Keswick Road 	3618
182900	526 N ROBINSON ST BALTIMORE | MD 21205-2842	0x007E060000202F00000020	1	2842	21205	 North Robinson Street 	526
182927	3313 ALTO RD BALTIMORE | MD 21216-1802	0x00F50B0000411A00000020	1	1802	21216	 Alto Road 	3313
182957	2104 N FULTON AVE BALTIMORE | MD 21217-1307	0x009B0C0000201900000020	1	1307	21217	 North Fulton Avenue 	2104
182974	423 N ROSE ST BALTIMORE | MD 21224-1126	0x0089060000204600000020	1	1126	21224	 North Rose Street 	423
182975	4301 NICHOLAS AVE BALTIMORE | MD 21206-6421	0x002B170000202600000020	1	6421	21206	 Nicholas Avenue 	4301
182990	3028 RAYNER AVE BALTIMORE | MD 21216-4611	0x00AB090000462300000020	1	4611	21216	 Rayner Avenue 	3028
182995	326 S PAYSON ST BALTIMORE | MD 21223-2920	0x0011010000200E00000020	1	2920	21223	 South Payson Street 	326
183012	1606 E LAFAYETTE AVE BALTIMORE | MD 21213-2310	0x004E040000201900000020	1	2310	21213	 East Lafayette Avenue 	1606
183015	2623 BOONE ST BALTIMORE | MD 21218-4717	0x00E60F0000414700000020	1	4717	21218	 Boone Street 	2623
183058	5413 KNELL AVE BALTIMORE | MD 21206-4335	0x009A1700004F4000000020	1	4335	21206	 Knell Avenue 	5413
183070	4713 CROSSWOOD AVE BALTIMORE | MD 21214-3031	0x00B3160000411200000020	1	3031	21214	 Crosswood Avenue 	4713
183084	1046 N MILTON AVE BALTIMORE | MD 21205-1319	0x0024060000201600000020	1	1319	21205	 North Milton Avenue 	1046
183087	1926 W LAFAYETTE AVE BALTIMORE | MD 21217-1033	0x0047000000200E00000020	1	1033	21217	 West Lafayette Avenue 	1926
183096	4400 FINDLAY RD BALTIMORE | MD 21206-6409	0x002D170000204B00000020	1	6409	21206	 Findlay Road 	4400
183114	2636 MATHEWS ST BALTIMORE | MD 21218	0x00E60F0000413400000020	1	0	21218	 Mathews Street 	2636
183116	2632 MCELDERRY ST BALTIMORE | MD 21205-2642	0x006A060000201100000020	1	2642	21205	 Mcelderry Street 	2632
183140	1514 MADISON AVE BALTIMORE | MD 21217-3645	0x006C010000200800000020	1	3645	21217	 Madison Avenue 	1514
183143	3211 MCELDERRY ST BALTIMORE | MD 21205-2818	0x000C180000200600000020	1	2818	21205	 Mcelderry Street 	3211
183160	4337 NICHOLAS AVE BALTIMORE | MD 21206-6423	0x002B170000202F00000020	1	6423	21206	 Nicholas Avenue 	4337
183168	3036 HARLEM AVE BALTIMORE | MD 21216-4605	0x00AB090000452400000020	1	4605	21216	 Harlem Avenue 	3036
183176	2511 E FAYETTE ST BALTIMORE | MD 21224-1103	0x00AD060000202200000020	1	1103	21224	 East Fayette Street 	2511
183190	1422 MADISON AVE BALTIMORE | MD 21217-3692	0x007A010000200C00000020	1	3692	21217	 Madison Avenue 	1422
183251	3304 MCELDERRY ST BALTIMORE | MD 21205-2821	0x0009180000201800000020	1	2821	21205	 Mcelderry Street 	3304
183252	1943 RAMSAY ST BALTIMORE | MD 21223-3058	0x00BB020000202B00000020	1	3058	21223	 Ramsay Street 	1943
183267	3309 CARDENAS AVE BALTIMORE | MD 21213-1130	0x003B100000200500000020	1	1130	21213	 Cardenas Avenue 	3309
183280	1337 GLYNDON AVE BALTIMORE | MD 21223-3614	0x00F6020000207200000020	1	3614	21223	 Glyndon Avenue 	1337
183300	131-33 NORTH BEND RD BALTIMORE | MD 21229	0x005E1F0000411000000042	1	0	21229	 North Bend Road 	131-33
183304	2810 KEYWORTH AVE BALTIMORE | MD 21215-7606	0x00670C0000411B00000020	1	7606	21215	 Keyworth Avenue 	2810
183337	3908 DOLFIELD AVE BALTIMORE | MD 21215-5617	0x008F0B0000422700000020	1	5617	21215	 Dolfield Avenue 	3908
183345	1723 MCCULLOH ST BALTIMORE | MD 21217-3435	0x0055010000201600000020	1	3435	21217	 Mcculloh Street 	1723
183350	1905 CHRISTIAN ST BALTIMORE | MD 21223-3068	0x00BB020000205F00000020	1	3068	21223	 Christian Street 	1905
183362	3432 PIEDMONT AVE BALTIMORE | MD 21216-2325	0x00F70B0000200D00000020	1	2325	21216	 Piedmont Avenue 	3432
183373	3347 AVONDALE AVE BALTIMORE | MD 21215-4746	0x00B8110000412700000020	1	4746	21215	 Avondale Avenue 	3347
183391	6210 FALKIRK RD BALTIMORE | MD 21239-1901	0x005A140000414300000020	1	1901	21239	 Falkirk Road 	6210
183434	929 N CAROLINE ST BALTIMORE | MD 21205-1000	0x00BC040000200400000020	1	1000	21205	 North Caroline Street 	929
183468	402 S PAYSON ST BALTIMORE | MD 21223-3048	0x00BA020000200200000020	1	3048	21223	 South Payson Street 	402
183476	4725 OLD YORK RD BALTIMORE | MD 21212-4636	0x005E140000201500000020	1	4636	21212	 Old York Road 	4725
183489	503 N LAKEWOOD AVE BALTIMORE | MD 21205-2635	0x007A060000200200000020	1	2635	21205	 North Lakewood Avenue 	503
183501	3936 DOLFIELD AVE BALTIMORE | MD 21215-5617	0x008F0B0000423500000020	1	5617	21215	 Dolfield Avenue 	3936
183511	521 N DECKER AVE BALTIMORE | MD 21205-2728	0x007D060000202D00000020	1	2728	21205	 North Decker Avenue 	521
183516	2023 CHRISTIAN ST BALTIMORE | MD 21223-2935	0x00BA020000206400000020	1	2935	21223	 Christian Street 	2023
183540	21 S CALVERT ST BALTIMORE | MD 21202-1503	0x0096020000200D00000020	1	1503	21202	 South Calvert Street 	21
183547	3563 LYNDALE AVE BALTIMORE | MD 21213-1948	0x0053100000436700000020	1	1948	21213	 Lyndale Avenue 	3563
183559	2231 WICOMICO ST BALTIMORE | MD 21230-1629	0x00D91E0000200C00000020	1	1629	21230	 Wicomico Street 	2231
183567	1603 CLIFTON AVE BALTIMORE | MD 21217-1807	0x00480D0000205900000020	1	1807	21217	 Clifton Avenue 	1603
183596	4133-41 ORCHARD RDG BLVD BALTIMORE | MD 21213	0x00F7170000426100000020	1	0	21213	 Orchard Rdg Boulevard 	4133-41
183598	1631 DIVISION ST BALTIMORE | MD 21217-3593	0x005C010000201C00000020	1	3593	21217	 Division Street 	1631
183619	1902 N ELLAMONT ST BALTIMORE | MD 21216-3000	0x00B90B0000200600000020	1	3000	21216	 North Ellamont Street 	1902
183663	2135-37 N FULTON AVE BALTIMORE | MD 21217	0x004A0D0000201600000020	1	0	21217	 North Fulton Avenue 	2135-37
183672	3311 ELGIN AVE BALTIMORE | MD 21216-2453	0x00DC0B0000200100000020	1	2453	21216	 Elgin Avenue 	3311
183678	2900 W MOSHER ST BALTIMORE | MD 21216-4201	0x008E090000421400000020	1	4201	21216	 West Mosher Street 	2900
183734	516 WILLOW AVE BALTIMORE | MD 21212-4821	0x005C140000412A00000020	1	4821	21212	 Willow Avenue 	516
183756	1606 W NORTH AVE BALTIMORE | MD 21217-1736	0x004D0D0000201E00000020	1	1736	21217	 West North Avenue 	1606
183778	719 MURA ST BALTIMORE | MD 21202-4212	0x0083040000204F00000020	1	4212	21202	 Mura Street 	719
183818	1717 E 33RD ST BALTIMORE | MD 21218-3711	0x007E0F0000201900000020	1	3711	21218	 East 33Rd Street 	1717
183842	820 RICHWOOD AVE BALTIMORE | MD 21212-4626	0x003F140000204D00000020	1	4626	21212	 Richwood Avenue 	820
183847	511 N BELNORD AVE BALTIMORE | MD 21205-2618	0x007A060000205400000020	1	2618	21205	 North Belnord Avenue 	511
183893	4019 CRANSTON AVE BALTIMORE | MD 21229-1908	0x00CC090000204100000020	1	1908	21229	 Cranston Avenue 	4019
183904	605 N BELNORD AVE BALTIMORE | MD 21205-2620	0x006B060000203D00000020	1	2620	21205	 North Belnord Avenue 	605
183906	1844 N CHESTER ST BALTIMORE | MD 21213-2431	0x00A9050000205700000020	1	2431	21213	 North Chester Street 	1844
183916	2128 WILKENS AVE BALTIMORE | MD 21223-3336	0x00B9020000201000000020	1	3336	21223	 Wilkens Avenue 	2128
183942	1015 DESOTO RD BALTIMORE | MD 21223-3209	0x005C1E0000202E00000020	1	3209	21223	 Desoto Road 	1015
184065	10 S MONROE ST BALTIMORE | MD 21223-2319	0x00CF000000203700000020	1	2319	21223	 South Monroe Street 	10
184109	1741 N CAREY ST BALTIMORE | MD 21217-1715	0x0026010000202500000020	1	1715	21217	 North Carey Street 	1741
184116	1901 E NORTH AVE BALTIMORE | MD 21213-1415	0x00A8050000203B00000020	1	1415	21213	 East North Avenue 	1901
184119	1 S PAYSON ST BALTIMORE | MD 21223-2214	0x00CF000000201D00000020	1	2214	21223	 South Payson Street 	1
184148	2542 W LAFAYETTE AVE BALTIMORE | MD 21216-4727	0x003D090000201600000020	1	4727	21216	 West Lafayette Avenue 	2542
184153	903 ELLICOTT DR BALTIMORE | MD 21216-4219	0x00AB090000482400000020	1	4219	21216	 Ellicott Drive 	903
184173	214 S AUGUSTA AVE BALTIMORE | MD 21229-3506	0x00F0090000200800000020	1	3506	21229	 South Augusta Avenue 	214
184177	2913 MCELDERRY ST BALTIMORE | MD 21205-2708	0x007C060000201000000020	1	2708	21205	 Mcelderry Street 	2913
184194	1125 WICOMICO ST BALTIMORE | MD 21230-2007	0x0034030000204800000020	1	2007	21230	 Wicomico Street 	1125
184195	3001 W LANVALE ST BALTIMORE | MD 21216-4609	0x00AB090000460100000020	1	4609	21216	 West Lanvale Street 	3001
184202	1523 N MONROE ST BALTIMORE | MD 21217-1544	0x0014000000202F00000042	1	1544	21217	 North Monroe Street 	1523
184215	1929 HOLLINS ST BALTIMORE | MD 21223-2210	0x00E0000000201600000020	1	2210	21223	 Hollins Street 	1929
184241	2905-07 BUENA VISTA ST BALTIMORE | MD 21216	0x00B1090000202700000042	1	0	21216	 Buena Vista Street 	2905-07
184284	2903 E MONUMENT ST BALTIMORE | MD 21205-2721	0x006D060000200F00000020	1	2721	21205	 East Monument Street 	2903
184296	2233 CHRISTIAN ST BALTIMORE | MD 21223-2928	0x00B8020000206E00000020	1	2928	21223	 Christian Street 	2233
184300	2922 ARUNAH AVE BALTIMORE | MD 21216-4601	0x00B1090000201400000020	1	4601	21216	 Arunah Avenue 	2922
184314	1415 N CENTRAL AVE BALTIMORE | MD 21202-5715	0x006F040000202100000020	1	5715	21202	 North Central Avenue 	1415
184334	3910 WOODRIDGE RD BALTIMORE | MD 21229-1911	0x00D4090000200600000020	1	1911	21229	 Woodridge Road 	3910
184351	2914 EDMONDSON AVE BALTIMORE | MD 21223-1011	0x00B2090000420700000020	1	1011	21223	 Edmondson Avenue 	2914
184373	2816-18 WALBROOK AVE BALTIMORE | MD 21216-3133	0x00C40B0000200A00000020	1	3133	21216	 Walbrook Avenue 	2816-18
184380	1522 MADISON AVE BALTIMORE | MD 21217-4094	0x006C010000200C00000020	1	4094	21217	 Madison Avenue 	1522
184384	1418 N AISQUITH ST BALTIMORE | MD 21202-5714	0x006C040000201000000020	1	5714	21202	 North Aisquith Street 	1418
184389	1608 CARSWELL ST BALTIMORE | MD 21218-4905	0x0022100000200400000043	1	4905	21218	 Carswell Street 	1608
